Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,k,t,sample
J,"Lewis, DC; Flores, AR; Haider-Markel, DP; Miller, PR; Tadlock, BL; Taylor, JK",,,,"Lewis, Daniel C.; Flores, Andrew R.; Haider-Markel, Donald P.; Miller, Patrick R.; Tadlock, Barry L.; Taylor, Jami K.",,,Degrees of Acceptance: Variation in Public Attitudes toward Segments of the LGBT Community,POLITICAL RESEARCH QUARTERLY,,,English,Article,,,,,,transgender; LGBT; public opinion; interpersonal contact; group affect,SAME-SEX MARRIAGE; NATIONAL PROBABILITY SAMPLE; GAY RIGHTS; HETEROSEXUALS ATTITUDES; INTERGROUP CONTACT; POLITICAL SOPHISTICATION; OPINION; SUPPORT; HOMOSEXUALITY; POLARIZATION,"The lesbian, gay, bisexual, transgender (LGBT) community includes a diverse set of groups, including distinct groups based on sexual orientation and/or gender identity, but it is not clear whether the public makes distinctions in their attitudes toward these subgroups. If they do, what factors motivate individuals to evaluate gays and lesbians differently from transgender people? This study analyzes Americans' attitudes toward these communities, and it evaluates their support for nondiscrimination protections. We find that public attitudes are significantly more negative toward transgender people and policies pertaining to them than they are toward gay men and lesbians and related policies. The analyses reveal that differences in these attitudes are associated with social contact effects, variation in cognitive consistency, elite cues, and the varying magnitudes of key political factors, such as religiosity and partisanship.","[Lewis, Daniel C.] Siena Coll, 515 Loudon Rd, Loudonville, NY 12211 USA; [Flores, Andrew R.] Mills Coll, Oakland, CA 94613 USA; [Haider-Markel, Donald P.] Univ Kansas, Lawrence, KS 66045 USA; [Tadlock, Barry L.] Ohio Univ, Athens, GA USA; [Taylor, Jami K.] Univ Toledo, 2801 W Bancroft St, Toledo, OH 43606 USA",University of Kansas; University System of Ohio; Ohio University; University System of Ohio; University of Toledo,"Lewis, DC (corresponding author), Siena Coll, 515 Loudon Rd, Loudonville, NY 12211 USA.",dlewis@siena.edu,"Haider-Markel, Donald/F-8278-2013; Flores, Andrew R./AAU-9931-2020; Taylor, Jami/AAV-7483-2021","Haider-Markel, Donald/0000-0002-2095-1618; Taylor, Jami/0000-0003-3993-9114; Flores, Andrew/0000-0003-3285-9488",University of Toledo; University of Kansas; Williams Institute at the UCLA School of Law; Ohio University,University of Toledo; University of Kansas; Williams Institute at the UCLA School of Law; Ohio University,"The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This research was generously supported by the University of Toledo, University of Kansas, the Williams Institute at the UCLA School of Law, and Ohio University.",,66,72,72,5,44,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",1065-9129,1938-274X,,POLIT RES QUART,Polit. Res. Q.,DEC,2017,70,4,,,,,861,875,,10.1177/1065912917717352,http://dx.doi.org/10.1177/1065912917717352,,,15,Political Science,Social Science Citation Index (SSCI),Government & Law,FM2GZ,,,,,6/21/23,WOS:000414804500014,View Full Record in Web of Science,1,1,wos
J,"Schwartz, J",,,,"Schwartz, Joseph",,,Investigating Differences in Public Support for Gay Rights Issues,JOURNAL OF HOMOSEXUALITY,,,English,Article,,,,,,marriage; adoption; public opinion; gays; lesbians; demographics; religion,ATTITUDES; LESBIANS; GENDER; MEN; PREJUDICE; OPINION; ORIENTATION; PERSPECTIVE; MARRIAGE,"Public opinion surrounding two of the most well-known gay rights issuessame-sex marriage and adoption by gays and lesbiansvaries widely: About 30% of the public favors same-sex marriage, while about 50% favors adoption. The purpose of this study was to examine and compare the demographic variables that predict attitudes toward same-sex marriage and adoption by gays and lesbians. Political ideology and attendance at religious services emerged as the strongest predictors. However, a close examination of the two issues shows that there were important differences between them. These differences may aid gay rights advocates in crafting media campaigns designed to increase support for same-sex marriage.","Northeastern Univ, Dept Commun Studies, Boston, MA 02115 USA",Northeastern University,"Schwartz, J (corresponding author), Northeastern Univ, Dept Commun Studies, 101 Lake Hall, Boston, MA 02115 USA.",joseph-p-schwartz@uiowa.edu,,,,,,,17,72,72,2,23,HAWORTH PRESS INC,BINGHAMTON,"10 ALICE ST, BINGHAMTON, NY 13904-1580 USA",0091-8369,,,J HOMOSEXUAL,J. Homosex.,,2010,57,6,,,,,748,759,PII 923366550,10.1080/00918369.2010.485875,http://dx.doi.org/10.1080/00918369.2010.485875,,,12,"Psychology, Multidisciplinary; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Psychology; Social Sciences - Other Topics,616JK,20582800,Bronze,,,6/21/23,WOS:000279205000004,View Full Record in Web of Science,1,1,wos
J,"Bishin, BG; Hayes, TJ; Incantalupo, MB; Smith, CA",,,,"Bishin, Benjamin G.; Hayes, Thomas J.; Incantalupo, Matthew B.; Smith, Charles Anthony",,,Opinion Backlash and Public Attitudes: Are Political Advances in Gay Rights Counterproductive?,AMERICAN JOURNAL OF POLITICAL SCIENCE,,,English,Article,,,,,,,SAME-SEX MARRIAGE; REPRESENTATION; POLICY,"One long-recognized consequence of the tension between popular sovereignty and democratic values like liberty and equality is public opinion backlash, which occurs when individuals recoil in response to some salient event. For decades, scholars have suggested that opinion backlash impedes policy gains by marginalized groups. Public opinion research, however, suggests that widespread attitude change that backlash proponents theorize is likely to be rare. Examining backlash against gays and lesbians using a series of online and natural experiments about marriage equality, and large-sample survey data, we find no evidence of opinion backlash among the general public, by members of groups predisposed to dislike gays and lesbians, or from those with psychological traits that may predispose them to lash back. The important implication is that groups pursuing rights should not be dissuaded by threats of backlash that will set their movement back in the court of public opinion.","[Bishin, Benjamin G.] Univ Calif Riverside, Polit Sci, 2221 Watkins Hall,900 Univ Ave, Riverside, CA 92521 USA; [Hayes, Thomas J.] Univ Connecticut, Polit Sci, 365 Fairfield Way,U-1024, Storrs, CT 06269 USA; [Incantalupo, Matthew B.] Princeton Univ, Polit & Social Policy, Corwin Hall, Princeton, NJ 08544 USA; [Smith, Charles Anthony] Univ Calif Irvine, Dept Polit Sci, Polit Sci, 3151 Social Sci Plaza, Irvine, CA 92697 USA",University of California System; University of California Riverside; University of Connecticut; Princeton University; University of California System; University of California Irvine,"Bishin, BG (corresponding author), Univ Calif Riverside, Polit Sci, 2221 Watkins Hall,900 Univ Ave, Riverside, CA 92521 USA.",ben.bishin@ucr.edu; thomas.hayes@uconn.edu; mincanta@princeton.edu; casmith@uci.edu,"Hayes, Thomas/AAK-5152-2020","Hayes, Thomas/0000-0002-1837-0857","Center for the Study of Democracy at the University of California, Irvine","Center for the Study of Democracy at the University of California, Irvine(University of California System)","Replication files for this study can be found at the AJPS Data Archive on Dataverse (global id doi:10.7910/DVN/28640). A previous version of this paper won the 2014 Bailey Award for the best paper presented in LGBT politics at the 2013 annual meeting of the American Political Science Association (APSA) and the 2015 APSA Law and Courts Section Award for Best Conference Paper. This research was supported by the Center for the Study of Democracy at the University of California, Irvine. The authors wish to thank Lee Badgett, Jason Barabas, Scott Barclay, Sam Best, Laura Bishin, Susan Burgess, Loren Collingwood, Christopher Dennis, Andrew Flores, David Fontana, Jeremiah Garretson, David Glick, Rebecca Hannigan, Jennifer Jerit, Martin Johnson, Tom Keck, Howie Lavine, Matt Lebo, Jason Pierceson, Julio Rodriguez, Shawn Schulenberg, Gary Segura, Ken Sherrill, John Sides, Ruby Vu, the participants at the UCONN Political Economy Workshop, the UC Irvine Law & Latte Workshop, and the Stanford Symposium on Marriage Equality. Any remaining errors or omissions are our own.",,58,71,71,1,17,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0092-5853,1540-5907,,AM J POLIT SCI,Am. J. Polit. Sci.,JUL,2016,60,3,,,,,625,648,,10.1111/ajps.12181,http://dx.doi.org/10.1111/ajps.12181,,,24,Political Science,Social Science Citation Index (SSCI),Government & Law,DX9XT,,Green Submitted,,,6/21/23,WOS:000384751000006,View Full Record in Web of Science,1,2,wos
J,"Reynolds, A",,,,"Reynolds, Andrew",,,Representation and Rights: The Impact of LGBT Legislators in Comparative Perspective,AMERICAN POLITICAL SCIENCE REVIEW,,,English,Article,,,,,,,PUBLIC-OPINION; GAY RIGHTS; DESCRIPTIVE REPRESENTATION; CRITICAL MASS; US HOUSE; WOMEN; MARRIAGE; POLICY; POLITICS; STATE,"This article focuses on the link between the representation of lesbian, gay, bisexual, and transgender (LGBT) people in national legislatures and the existence of equality laws focused on sexual orientation. It addresses three interrelated questions: how many out LGBT legislators have served in national parliaments, what explains the cross-national variation in their legislative presence, and what is the relationship between the presence of gay legislators and the enactment of laws that treat gay and straight citizens equally? There is an established literature arguing that the representation of women and ethnic minorities descriptively in national legislatures improves the realization of their policy preferences and the position of the group within the society as a whole. This article draws on that literature and extends the analysis to LGBT communities. It finds that the presence of even a small number of openly gay legislators is associated significantly with the future passage of enhanced gay rights, even after including controls for social values, democracy, government ideology, and electoral system design. Once openly gay legislators are in office they have a transformative effect on the views and voting behavior of their straight colleagues. This familiarity through presence effect is echoed in studies of U.S. state legislatures and levels of social tolerance of homosexuality in the population at large.","Univ N Carolina, Chapel Hill, NC 27599 USA",University of North Carolina; University of North Carolina Chapel Hill,"Reynolds, A (corresponding author), Univ N Carolina, Chapel Hill, NC 27599 USA.",,,,,,,,104,71,71,1,66,CAMBRIDGE UNIV PRESS,NEW YORK,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0003-0554,1537-5943,,AM POLIT SCI REV,Am. Polit. Sci. Rev.,MAY,2013,107,2,,,,,259,274,,10.1017/S0003055413000051,http://dx.doi.org/10.1017/S0003055413000051,,,16,Political Science,Social Science Citation Index (SSCI),Government & Law,144MC,,Green Submitted,,,6/21/23,WOS:000318942500004,View Full Record in Web of Science,81,1.79,wos
J,"Hooghe, M; Claes, E; Harell, A; Quintelier, E; Dejaeghere, Y",,,,"Hooghe, Marc; Claes, Ellen; Harell, Allison; Quintelier, Ellen; Dejaeghere, Yves",,,Anti-Gay Sentiment Among Adolescents in Belgium and Canada: A Comparative Investigation into the Role of Gender and Religion,JOURNAL OF HOMOSEXUALITY,,,English,Article,,,,,,religion; tolerance; gay rights; youth; gender; Islam,POLITICAL TOLERANCE; GAY MEN; RELATIVE IMPORTANCE; SEX-DIFFERENCES; PUBLIC-OPINION; ATTITUDES; LESBIANS; HOMOSEXUALITY; STUDENTS; ORIENTATION,"Previous research has indicated that opposition toward lesbian, gay, bisexual, and trangender (LGBT) rights remains prevalent among Western populations. In this article, we investigate the determinants of anti-gay attitudes among adolescents in two liberal democracies, Belgium (n = 6,330) and Canada (n = 3,334). The analysis indicates that hostile feelings toward LGBT rights are particularly widespread among boys, while the effects of socioeconomic status and parental education remain limited. Various religious denominations proved to have a strong and significant negative impact on tolerance, with especially high scores for Islam. Religious practice, too, contributes to a negative attitude toward LGBT rights. The consequences of these findings with regard to tolerance for gay rights among Islamic youth in Western democracies are discussed.","[Hooghe, Marc; Claes, Ellen; Quintelier, Ellen; Dejaeghere, Yves] Catholic Univ Louvain, Dept Polit Sci, B-3000 Louvain, Belgium; [Harell, Allison] Queens Univ, Sch Policy Studies, Kingston, ON, Canada",Universite Catholique Louvain; Queens University - Canada,"Hooghe, M (corresponding author), Polit Sci KU Leuven, Pk St 45, B-3000 Louvain, Belgium.",Marc.Hooghe@soc.kuleuven.be,"Quintelier, Ellen/E-7527-2010; Harell, Allison/H-5267-2012","Harell, Allison/0000-0002-5099-0044; Claes, Ellen/0000-0002-1726-9837",,,,,54,70,73,0,67,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0091-8369,1540-3602,,J HOMOSEXUAL,J. Homosex.,,2010,57,3,,,,,384,400,,10.1080/00918360903543071,http://dx.doi.org/10.1080/00918360903543071,,,17,"Psychology, Multidisciplinary; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Psychology; Social Sciences - Other Topics,569VX,20391000,Green Accepted,,,6/21/23,WOS:000275631800003,View Full Record in Web of Science,2,1,wos
J,"Kreitzer, RJ; Hamilton, AJ; Tolbert, CJ",,,,"Kreitzer, Rebecca J.; Hamilton, Allison J.; Tolbert, Caroline J.",,,Does Policy Adoption Change Opinions on Minority Rights? The Effects of Legalizing Same-Sex Marriage,POLITICAL RESEARCH QUARTERLY,,,English,Article,,,,,,public opinion; policy responsiveness; policy feedback; LGBT; morality policy; same-sex marriage; judicial politics,PUBLIC-OPINION; SUPREME-COURT; AMERICAN STATES; GAY RIGHTS; ATTITUDES; HOMOSEXUALITY; WELFARE; IMPACT; DEMOCRACY; DYNAMICS,"The Iowa Supreme Court adopted an unpopular but unanimous ruling in Varnum v. Brien, which established same-sex marriage. Using a unique panel study conducted immediately before and after the court decision, we evaluate the impact of policy adoption on changing opinions on minority rights. The signaling of new social norms pressured some respondents to modify their expressed attitudes. We find that respondents whose demographic characteristics would predict support for marriage equality, but previously did not, were more likely to shift their opinions to be consistent with the new state law. A policy feedback mechanism may be responsible for the rapid diffusion of laws legalizing same-sex in the states.","[Kreitzer, Rebecca J.; Tolbert, Caroline J.] Univ Iowa, Iowa City, IA 52242 USA; [Hamilton, Allison J.] Univ Tennessee, Dept Polit Sci, Chattanooga, TN USA",University of Iowa; University of Tennessee System; University of Tennessee at Chattanooga,"Tolbert, CJ (corresponding author), Univ Iowa, Dept Polit Sci, Iowa City, IA 52242 USA.",caroline-tolbert@uiowa.edu,"Kreitzer, Rebecca/H-8316-2019",,,,,,55,69,69,1,53,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",1065-9129,1938-274X,,POLIT RES QUART,Polit. Res. Q.,DEC,2014,67,4,,,,,795,808,,10.1177/1065912914540483,http://dx.doi.org/10.1177/1065912914540483,,,14,Political Science,Social Science Citation Index (SSCI),Government & Law,AT2ZQ,,,,,6/21/23,WOS:000344804000007,View Full Record in Web of Science,1,3,wos
J,"PRICE, V; HSU, ML",,,,"PRICE, V; HSU, ML",,,PUBLIC-OPINION ABOUT AIDS POLICIES - THE ROLE OF MISINFORMATION AND ATTITUDES TOWARD HOMOSEXUALS,PUBLIC OPINION QUARTERLY,,,English,Article,,,,,,,FIT,"In an effort to better understand the cognitive and attitudinal factors underlying public opinion on AIDS-related issues, this article proposes and empirically tests a model of the relationships between (1) knowledge of HIV transmission, specifically the misinformation that AIDS can be transmitted easily through casual contact with HIV-infected persons; (2) attitudes toward homosexuals, the most prominent of the social groups presently affected by the AIDS crisis; and (3) support for restrictive public policies aimed at HIV-infected persons. Data from two nationally representative surveys conducted in December of 1985 (N = 2,308) and in July of 1987 (N = 2,095) provide evidence that misinformation about AIDS transmission and negative attitudes toward homosexuals are strong predictors of support for stringent restrictions of persons with AIDS. The findings also suggest that several background factors, in particular, education and political liberalism, may also play decisive roles in influencing levels of support for restricting those infected with the AIDS virus.",,,"PRICE, V (corresponding author), UNIV MICHIGAN, CTR POLICY STUDIES, ANN ARBOR, MI 48109 USA.",,,,,,,,23,68,69,0,16,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0033-362X,1537-5331,,PUBLIC OPIN QUART,Public Opin. Q.,SPR,1992,56,1,,,,,29,52,,10.1086/269294,http://dx.doi.org/10.1086/269294,,,24,"Communication; Political Science; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Communication; Government & Law; Social Sciences - Other Topics,HL981,10118053,,,,6/21/23,WOS:A1992HL98100002,View Full Record in Web of Science,1,2,wos
J,"Baunach, DM",,,,"Baunach, Dawn Michelle",,,"Decomposing Trends in Attitudes Toward Gay Marriage, 1988-2006",SOCIAL SCIENCE QUARTERLY,,,English,Article,,,,,,,SAME-SEX MARRIAGE; UNITED-STATES; PUBLIC-OPINION; CIVIL UNIONS; RIGHTS; HOMOSEXUALITY; RELIGION; PREJUDICE; CANADA,"Objective The objective of this article is to examine the trend in attitudes toward gay marriage through the analysis of data from the General Social Survey. Methods Using linear decomposition techniques, I explain the change in attitudes toward gay marriage from 1988 to 2006. Results Attitudes significantly liberalized over time; 71 percent opposed gay marriage in 1988, but by 2006, this figure dropped to 52 percent. Approximately two-thirds of this change was due to an intracohort change effect, or individuals' modifying their views over time, and one-third was due to a cohort succession effect, or later cohorts replacing earlier ones. This pattern was replicated across many subgroups of the U.S. public, including age, sex, residential, educational, and religious groups. Conclusion The results suggest that the use of the equality/tolerance framing of gay marriage by its supporters and other societal events or moments may have convinced some people who used to disapprove of gay marriage in 1988 to approve of it by 2006.","Georgia State Univ, Dept Sociol, Atlanta, GA 30302 USA",University System of Georgia; Georgia State University,"Baunach, DM (corresponding author), Georgia State Univ, Dept Sociol, POB 5020, Atlanta, GA 30302 USA.",dbaunach@gsu.edu,,"Baunach, Dawn Michelle/0000-0003-4848-3219",,,,,29,67,67,0,55,WILEY-BLACKWELL,MALDEN,"COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA",0038-4941,,,SOC SCI QUART,Soc. Sci. Q.,JUN,2011,92,2,,,,,346,363,,10.1111/j.1540-6237.2011.00772.x,http://dx.doi.org/10.1111/j.1540-6237.2011.00772.x,,,18,Political Science; Sociology,Social Science Citation Index (SSCI),Government & Law; Sociology,759CV,21919270,,,,6/21/23,WOS:000290219000003,View Full Record in Web of Science,1,3,wos
J,"Barth, J; Overby, LM; Huffmon, SH",,,,"Barth, Jay; Overby, L. Marvin; Huffmon, Scott H.",,,"Community Context, Personal Contact, and Support for an Anti-Gay Rights Referendum",POLITICAL RESEARCH QUARTERLY,,,English,Article; Proceedings Paper,65th Annual Meeting of the Midwest-Political-Science-Association,"APR 12-15, 2007","Chicago, IL",Midwest Polit Sci Assoc,,gay rights; contact hypothesis; same-sex marriages,SEXUAL ORIENTATION; GAY MEN; HETEROSEXUALS ATTITUDES; RACIAL-ATTITUDES; PUBLIC-OPINION; OLD HYPOTHESIS; THREAT; BLACK; IDENTITY; WHITE,"Using data from an unusual survey, we gauge factors influencing support for a state anti-gay rights referendum. After controlling for other powerful predictors of attitudes, we find personal contact (especially relevant and voluntary contact) has an important impact on public support, although community context does not. These findings support an integrated notion of interactions with out groups, grounded in social categorization theory, that sees community context and interpersonal contact as concentric circles, moving from abstract, detached forms of contact to more pronounced, personal forms. However, even among those with substantial interpersonal contact, support for the referendum was still widespread.","[Barth, Jay] Hendrix Coll, Conway, AR USA; [Overby, L. Marvin] Univ Missouri, Columbia, MO 65211 USA; [Huffmon, Scott H.] Winthrop Univ, Rock Hill, SC 29733 USA",University of Missouri System; University of Missouri Columbia,"Barth, J (corresponding author), Hendrix Coll, Conway, AR USA.",barth@hendrix.edu; overby@missouri.edu; huffmons@winthrop.edu,,,,,,,57,66,66,0,13,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",1065-9129,,,POLIT RES QUART,Polit. Res. Q.,JUN,2009,62,2,,,,,355,365,,10.1177/1065912908317033,http://dx.doi.org/10.1177/1065912908317033,,,11,Political Science,Social Science Citation Index (SSCI); Conference Proceedings Citation Index - Social Science &amp; Humanities (CPCI-SSH),Government & Law,445AD,,,,,6/21/23,WOS:000266021100011,View Full Record in Web of Science,1,1,wos
J,"Schnabel, L",,,,"Schnabel, Landon",,,"Gender and homosexuality attitudes across religious groups from the 1970s to 2014: Similarity, distinction, and adaptation",SOCIAL SCIENCE RESEARCH,,,English,Article,,,,,,Public opinion; Attitudes; Religion; Gender roles; Same-sex marriage; Morality of homosexuality; Symbolic boundaries; Culture; Identity,SAME-SEX MARRIAGE; PUBLIC-OPINION; BOUNDARIES; SUPPORT; TRADITIONALISM; EVANGELICALS; AMERICANS; IDEOLOGY; POLITICS; FAMILY,"This study uses General Social Survey data to compare gender and homosexuality across American religious groups from the 1970s to 2014, examining three possible patterns for how evangelical attitudes relate to those of other groups: (I) they are similar; (2) they are different, but move together over time; (3) they are different and converge or diverge over time. Evangelical gender attitudes regarding work and family issues are more conservative than those of all other groups, but are adaptive to broad trends, changing at a rate similar to those of other groups. Evangelical attitudes toward the morality of homosexuality and same-sex marriage are more conservative than those of all other religious groups, and their rate of change is slower over time. Separate trends on the two issues suggest that gender and sexuality attitude change is decoupled, especially among evangelicals who are adapting more on gender while increasingly distinguishing themselves on same-sex relationships. A three-stage process of religious tension appears to characterize evangelical identity-building: (1) similarity, (2) distinction, and (3) adaptation. (C) 2015 Elsevier Inc. All rights reserved.","[Schnabel, Landon] Indiana Univ, Bloomington, IN 47405 USA",Indiana University System; Indiana University Bloomington,"Schnabel, L (corresponding author), Indiana Univ, Dept Sociol, 744 Ballantine Hall,1020 E Kirkwood Ave, Bloomington, IN 47405 USA.",lpschnab@indiana.edu,,"Schnabel, Landon/0000-0002-2674-3019",,,,,64,65,65,0,50,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0049-089X,1096-0317,,SOC SCI RES,Soc. Sci. Res.,JAN,2016,55,,,,,,31,47,,10.1016/j.ssresearch.2015.09.012,http://dx.doi.org/10.1016/j.ssresearch.2015.09.012,,,17,Sociology,Social Science Citation Index (SSCI),Sociology,CZ0GG,26680286,Green Published,,,6/21/23,WOS:000366782500003,View Full Record in Web of Science,1,25,wos
J,"Gearhart, S; Zhang, WW",,,,"Gearhart, Sherice; Zhang, Weiwu",,,Gay Bullying and Online Opinion Expression: Testing Spiral of Silence in the Social Media Environment,SOCIAL SCIENCE COMPUTER REVIEW,,,English,Article,,,,,,social network sites; social media; spiral of silence; willingness to self-censor; issue importance; perceived opinion climate; online opinion expression,SELF-CENSOR SCALE; PUBLIC-OPINION; WILLINGNESS; CONSTRUCT; FACEBOOK,"Social network sites (SNSs) such as Facebook, Twitter, YouTube, and LinkedIn have recently attracted the attention of public opinion scholars. However, research testing existing public opinion theories in a social media context is scarce. This study represents arguably the first empirical examination of the spiral of silence theory in the social media environment. Through an experimental manipulation embedded in an Internet survey, respondents (N = 760) were presented with a hypothetical scenario (i.e., friendly or hostile) concerning gay bullying, an issue suited for investigation due to its moral components. Willingness to self-censor and to some extent, congruency with the national opinion climate were significant predictors of various online opinion response strategies, indicating the presence of the spiral of silence phenomenon in the social media environment. However, individual characteristics such as issue importance were related to willingness to communicate about the issue, suggesting a liberating effect on opinion expression.","[Gearhart, Sherice] Univ Nebraska, Sch Commun, Omaha, NE 68182 USA; [Gearhart, Sherice] Texas Tech Univ, Lubbock, TX 79409 USA; [Zhang, Weiwu] Texas Tech Univ, Coll Media & Commun, Lubbock, TX 79409 USA",University of Nebraska System; Texas Tech University System; Texas Tech University; Texas Tech University System; Texas Tech University,"Zhang, WW (corresponding author), Texas Tech Univ, MS 43082, Lubbock, TX 79409 USA.",sgearhart@unomaha.edu; weiwu.zhang@ttu.edu,,"Gearhart, Sherice/0000-0003-1504-4594",,,,,34,64,65,6,191,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0894-4393,1552-8286,,SOC SCI COMPUT REV,Soc. Sci. Comput. Rev.,FEB,2014,32,1,,,,,18,36,,10.1177/0894439313504261,http://dx.doi.org/10.1177/0894439313504261,,,19,"Computer Science, Interdisciplinary Applications; Information Science & Library Science; Social Sciences, Interdisciplinary",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Computer Science; Information Science & Library Science; Social Sciences - Other Topics,AE0HR,,,,,6/21/23,WOS:000333645100002,View Full Record in Web of Science,1,1,wos
J,"HEREK, GM; GLUNT, EK",,,,"HEREK, GM; GLUNT, EK",,,AIDS-RELATED ATTITUDES IN THE UNITED-STATES - A PRELIMINARY CONCEPTUALIZATION,JOURNAL OF SEX RESEARCH,,,English,Article,,,,,,AIDS; PUBLIC OPINION ABOUT; HOMOSEXUALITY; ATTITUDES TOWARD; RACIAL MINORITIES,GAY MEN; LESBIANS; PERSPECTIVE,,"CUNY,GRAD CTR,NEW YORK,NY 10021",City University of New York (CUNY) System,"HEREK, GM (corresponding author), UNIV CALIF DAVIS,DEPT PSYCHOL,DAVIS,CA 95616, USA.",,"Herek, Gregory M/F-9856-2011",,,,,,25,64,65,0,1,SOC SCIENTIFIC STUDY SEX INC,MT VERNON,"PO BOX 208, MT VERNON, IA 52314",0022-4499,,,J SEX RES,J. Sex Res.,FEB,1991,28,1,,,,,99,123,,10.1080/00224499109551597,http://dx.doi.org/10.1080/00224499109551597,,,25,"Psychology, Clinical; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Psychology; Social Sciences - Other Topics,EY290,,,,,6/21/23,WOS:A1991EY29000008,View Full Record in Web of Science,1,1,wos
J,"Whitehead, AL; Perry, SL",,,,"Whitehead, Andrew L.; Perry, Samuel L.",,,A More Perfect Union? Christian Nationalism and Support for Same-sex Unions,SOCIOLOGICAL PERSPECTIVES,,,English,Article,,,,,,Christian nationalism; social identity complexity; homosexuality; same-sex unions; gay marriage; civil unions,SOCIAL IDENTITY COMPLEXITY; UNITED-STATES; ATTRIBUTION THEORY; PUBLIC-OPINION; CIVIL-RIGHTS; RELIGION; ATTITUDES; GENDER; TOLERANCE; MARRIAGE,"How do overlapping social identities shape Americans' views toward contemporary social and moral issues? Drawing upon national-level data and employing the theoretical construct of social identity complexity, we examine the link between Christian nationalism-representing a convergence of national and religious identities-and Americans' views toward same-sex marriage and civil unions. Multivariate analyses reveal that greater adherence to Christian nationalism is strongly and negatively related to support for both same-sex marriage and civil unions, even after controlling for political ideology, religious controls, attribution of homosexuality, and other relevant correlates. We argue that Christian nationalists, who by definition internalize a high degree of overlap between political and religious identities, are more likely to see gays and lesbians as out-groups and same-sex unions as a threat to their sense of self and community. We conclude by discussing the implications of this study for future research on political and religious identities and intolerance toward socially marginalized populations.","[Whitehead, Andrew L.] Clemson Univ, Clemson, SC 29634 USA; [Perry, Samuel L.] Univ Oklahoma, Norman, OK 73019 USA",Clemson University; University of Oklahoma System; University of Oklahoma - Norman,"Whitehead, AL (corresponding author), Clemson Univ, Dept Sociol & Anthropol, 132 Brackett Hall, Clemson, SC 29634 USA.",alw6@clemson.edu,"Whitehead, Andrew/AAH-3725-2019; Whitehead, Andrew/AAG-1046-2020","Whitehead, Andrew/0000-0001-6587-0996; Perry, Samuel/0000-0002-6398-636X",,,,,52,62,62,0,27,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0731-1214,1533-8673,,SOCIOL PERSPECT,Sociol. Perspect.,FAL,2015,58,3,,,,,422,440,,10.1177/0731121415577724,http://dx.doi.org/10.1177/0731121415577724,,,19,Sociology,Social Science Citation Index (SSCI),Sociology,CO8NP,,Green Submitted,,,6/21/23,WOS:000359426700005,View Full Record in Web of Science,1,1,wos
